LAST_SALE_PRICE,SQFT,LOT_SIZE,BEDS,BATHS
1980000,2653,7598,3,2.25
1600000,3964,4712,4,3.5
,4170,9723,3,4.25
1575000,5150,15772,3,3
357500,2620,3985,3,2.75
855000,3030,5405,3,2.75
400000,4780,6090,5,3.5
1765000,3930,10530,3,3.5
330000,2100,7339,2,1.75
811500,1860,6088,4,2.25
469177,3660,,4,2
1200000,3210,,5,2
977000,3460,6902,4,2.5
777000,2240,4112,3,1.5
925000,4021,5000,4,3.5
747000,2230,2626,3,2.5
1395000,2760,5428,4,3.25
755000,1970,2760,3,2.5
785000,2720,5222,3,1.75
2055000,3880,7500,4,4.25
1400000,3990,,4,3.25
1365000,3170,5927,4,3.25
1129000,2540,5180,3,2.5
1100000,3260,7460,4,1.75
1150000,2630,,3,1
,1720,3695,3,1.5
725000,1880,4756,3,1.75
875000,2960,5000,4,2.5
217000,2620,4403,4,1.75
1055000,2710,5800,3,3.25
,2700,16593,3,1.75
837000,2140,4868,3,1.75
,2920,5642,4,1.75
765000,2280,5850,3,1.75
2250000,2785,27017,2,3.25
,2570,6050,3,3
565000,1620,4233,3,1
2370000,8125,12362,5,4.5
1100000,2670,7985,3,2.75
500000,5160,5001,4,3.5
1477500,4240,10000,5,3.75
1925150,3560,9520,4,2.25
561500,3578,5318,3,3.25
1250000,3090,9167,4,2.5
1050000,3443,5094,3,3.25
989000,2470,5350,3,2.75
935000,2940,5775,4,1.75
1145000,2760,6192,3,2
2050000,4110,5000,4,3
1185000,3970,5350,4,3.5
2160000,4340,5350,5,4
940000,2280,,2,1
715000,1631,5378,3,1.75
585000,1900,2720,3,2
649000,1600,5212,3,1.75
970000,3330,7700,4,2.75
730000,2380,3785,3,2.5
2050000,5650,10414,4,3
2735000,8890,11464,7,5.25
1150000,6524,11310,5,6.25
1300000,3140,7000,4,2.25
1125000,2700,,4,2
858888,2640,5142,3,3
799000,3120,8700,3,1
429500,4400,5350,3,2.25
1200000,4590,7000,4,2.75
960000,2590,7801,4,2.5
1600000,4210,5800,4,4
842000,1940,3443,3,1.5
1260000,3709,5800,6,3.75
905000,3410,6090,3,1.5
1152500,2760,4810,4,2.5
1250000,3300,5076,5,2.75
1296000,3070,5350,3,2.5
950000,3200,8430,5,1.75
534658,1380,5154,2,1.75
2170000,4577,6000,4,3.25
1050000,2980,4964,3,2.25
920000,2400,5000,4,2.5
630000,2020,5630,3,2
710000,2390,3478,2,2.5
670000,2160,8010,3,1.75
1105000,3220,6152,5,2.75
775000,2450,4657,3,2
1275000,3440,4400,4,2.75
1010000,3719,7628,6,2.75
937500,2520,4800,4,1.75
525000,1440,4800,3,1.75
1057500,2920,5040,4,2.5
630000,1660,7000,2,1
727000,1618,6784,3,1.5
950000,2690,5381,4,2.25
850000,2150,6600,3,1.75
912500,2700,5193,4,2.75
720000,2420,6519,3,2
830000,2530,6998,3,1.75
405000,800,,2,1
800000,2620,5400,4,1.75
800000,1810,4800,3,1.75
1110000,3040,5228,5,3
705000,2380,5800,3,2.5
900000,3066,5186,4,2
724000,2770,3825,3,2
580000,936,6130,2,1
680000,2800,6000,3,1.5
800000,2560,6122,4,1.75
570000,1690,6000,4,1.75
425000,1300,,2,1
,3370,5242,4,3.75
550000,1960,5640,2,1
1068000,3050,7812,3,2
725000,2650,6000,2,1.75
876000,2197,7680,4,2
620000,1900,5796,4,2
1230000,3200,6300,3,2.5
699950,2520,6000,3,1.75
615000,2500,6000,4,1.75
580000,1590,,3,1
255760,2040,,3,2.5
1300000,3867,6000,5,3.5
520000,2880,6000,4,2.5
870000,3360,7366,4,3.25
565000,972,4592,3,1
535000,930,4092,2,1
547000,1520,4500,3,1
534000,,5419,2,1
589000,2520,23160,2,1.75
686000,2280,5102,2,1.5
857000,2660,6223,4,1.75
615000,1900,6000,3,2.75
718000,2500,5102,4,1.5
593000,2070,,3,3
721088,2300,4920,3,2
685000,2580,7200,3,2.75
510000,860,6784,2,1
551500,900,6360,2,1
645000,1620,6000,3,1.75
1054550,2740,,4,3.25
405000,1120,5888,2,1
687500,1920,5423,3,1.75
687000,2580,5640,3,1.75
707000,2460,5040,3,1.5
687000,1860,4261,2,1.5
890000,3048,6650,4,2.5
800000,2342,5500,3,1.5
620000,1720,6000,4,1.5
550000,1620,5246,3,1.5
900000,2820,6150,4,2.5
676800,1930,4880,3,1
817000,2660,6960,4,1.75
807000,2600,8580,4,2.25
693000,1700,5280,2,2
661200,1960,6000,3,1.5
858000,2290,6435,3,1.75
560000,2210,5760,0,
863000,2300,6000,3,1.75
845000,2150,6000,3,1.75
638000,2260,5113,3,1
1191466,2850,6800,4,3
600000,1840,6000,4,1.75
699900,2140,6034,3,2
985000,3150,6000,3,2.5
925000,2690,,4,1.5
625000,2180,6000,3,1.75
634950,2160,6328,4,2
840000,2650,8400,4,2.25
759000,2181,5040,3,2.25
910000,2170,6000,4,2.75
559000,1500,5600,3,1.5
590000,1760,2798,4,1.75
657000,1920,5400,3,1.75
749000,1950,,3,1
775000,2380,4980,3,1.75
1549000,4320,6000,5,4.25
596000,1440,6000,2,1
561000,2020,6853,3,1.75
480000,1230,,3,1.75
810000,2030,6000,3,1.75
1315000,4370,6000,5,3.25
875000,3270,5407,4,3.25
679000,1860,4270,2,1.75
865000,2550,,2,1.75
620000,1722,7560,2,1.75
640000,2000,6000,4,2
680000,1360,6240,2,1
450000,1000,,2,1
660000,1782,6000,3,1.75
757000,2180,6350,3,1.75
680000,2920,4640,4,2
535000,1600,4315,2,1
740000,2140,4800,3,1.75
1075000,3590,4400,4,3.5
1122500,2930,6253,4,3.75
1149950,2878,4445,4,3.25
916500,2690,4000,3,1.75
652000,1980,3319,2,1
850000,2650,3774,3,1.75
820000,2400,4860,3,1.5
985000,2420,2816,4,3
937000,3130,2970,4,2
670640,1825,1701,3,2.5
785000,2410,3017,3,3.25
1269500,2680,,3,2
696000,1469,7000,2,1
669000,2300,3678,3,1
725000,1020,5400,2,1
850000,2080,5556,3,1.75
577000,1210,,2,1
525000,1840,2048,3,2
1210000,3170,4500,4,3
535000,850,,2,1
535000,1610,3000,2,1.75
782500,2660,3600,3,1
570500,1210,,2,1
888000,2740,2800,4,2.75
460000,500,3600,1,0.5
940000,3020,4427,4,3.5
1200000,3960,8800,3,1
916227,2190,4200,3,1.75
560000,2350,4280,4,1.75
485000,2000,4200,3,1.75
800000,2010,,4,2
475000,2200,2800,4,2
865000,1450,,2,1
830000,2480,5000,4,2.75
725000,1960,2650,3,1
1168000,2760,4200,4,3
1260000,2270,4000,4,3.25
615000,1800,4400,3,2
475000,1260,,3,1
1100000,2710,6000,3,3
550000,2291,4000,2,1
737000,2140,4000,3,2.75
799000,2760,7938,4,1.75
1110000,3490,5442,4,4.25
1488888,3240,3600,3,3
400000,2140,4566,3,2
860000,2380,6200,3,2.5
,1760,15205,3,2
750000,2060,6000,3,1.75
1030000,2180,4484,3,1.75
685000,2260,4954,3,1
1087500,2860,2400,5,3.5
974500,2320,2800,4,2.5
745000,3430,3600,4,4
610000,1450,,3,1.75
825000,2000,6000,3,1.75
,3192,6712,3,2.75
979000,2730,4000,3,2.5
1470000,3052,4000,4,3.5
701500,1800,3618,4,1.75
623225,1840,4960,5,2
855700,2300,4800,3,2
691000,1780,1827,3,2
1381660,1190,,2,1
740000,1880,4800,3,1.75
780000,1710,3000,3,2
1026500,2850,4200,3,2.5
975000,2110,3600,4,2.25
725777,1560,6500,3,1.75
890000,1850,5220,3,2
1025000,3070,4450,5,2.75
285500,930,1716,1,1.75
931000,2830,5400,4,3
1480000,3800,4800,4,3.25
715000,1820,4800,4,1.75
810000,3030,7200,5,2.25
1790000,4476,8580,5,3.5
625000,1840,2750,2,1
1209000,3175,5715,4,1.75
859000,2055,4445,4,2.5
658000,1400,,3,1
725000,1300,2580,3,1.5
750000,2400,7000,4,1.5
1300000,2550,6350,3,2.25
930000,2350,3350,3,2
890000,3000,3480,6,3.5
975000,2930,4000,5,3.25
550000,1150,4000,3,1.75
950000,3140,5278,3,3.25
775000,2620,5319,4,3
1180000,2450,4110,4,2.75
1595000,3268,4208,4,2.75
650000,2430,2542,3,1.5
125000,2250,5650,3,1.75
715000,1030,,2,1
690000,1360,1800,3,2.5
775000,2340,4199,4,2
1750000,4210,7800,4,2.5
748000,2140,5445,3,2
970000,2639,4800,4,2.25
729000,2540,3400,4,1.75
770000,2290,2560,4,3
510000,1730,3680,3,1.75
800000,1530,,2,1.75
1300000,2920,4320,4,3.5
762500,2013,1192,3,3.25
790000,2000,1308,2,3
575000,1660,2890,2,1
994000,2230,3500,4,2.5
575000,1010,,1,1
,2080,5750,4,1.5
925000,1400,,2,1
1795000,3370,5400,3,2.5
910000,1790,,4,2
2480000,5980,7680,6,4.75
785000,2610,2500,3,1
2850000,6800,13020,6,6
925000,2020,4245,3,2
775000,2160,3100,3,1.75
1499000,3482,4800,4,3.25
3400000,4650,8640,5,3
304200,1840,4800,3,3
1048000,3160,2385,4,2.25
321500,3600,7000,4,3.5
1200000,2700,4000,4,2
865000,2640,3105,3,1.5
897500,3430,3200,4,2.75
963000,2640,4800,4,1.75
830000,1780,1850,3,2.25
1335000,2968,3600,4,3.25
883000,4000,7250,6,3
751000,1910,2084,4,4.5
1435000,3650,5000,5,2.5
1700000,3700,4000,4,4.5
850000,2010,4000,3,1.75
959500,2220,3600,4,1.75
914500,1640,,2,1
925000,3368,2400,4,2.5
1330000,3056,2800,4,4
1770000,3450,7680,4,3.5
724950,2050,2400,3,1
1420000,3460,,4,2
1185000,2780,3088,4,2.75
420000,3448,3000,3,2.5
5100000,6570,7491,4,5
1250000,2910,,4,2.75
775000,3170,3600,3,2.75
490000,1470,1670,2,1
930000,3070,2520,5,3
805000,1520,5400,3,2
2362500,3870,7258,6,4.5
750000,1770,,5,2
920500,2230,3600,4,1.75
5050000,6339,8000,5,4.75
1675000,3200,7656,3,1.75
999950,2360,3401,4,1.75
1050000,2760,,3,1
1100000,2600,4800,4,2.75
,3800,6000,5,3
1955000,1650,,3,1
770000,2290,3600,1,2.5
1110000,2400,3840,4,1.75
783200,2009,1259,3,2.25
1400000,4275,7549,4,2.5
,2450,7200,4,2
1359000,3970,3600,4,2.5
1215000,2870,5400,3,3
225000,4753,3510,6,4.5
2125000,4535,4350,3,3.25
1100000,2839,3600,4,2.75
1385000,2400,6000,4,2.25
1850000,3718,6400,4,4
3450000,8390,8000,6,3.5
1285000,2670,6373,5,3
1039000,2012,1826,4,3
4243000,4150,7250,4,2.75
2919032,3720,,3,1
905000,2550,4000,3,1.5
1375000,3080,3600,4,3
1437000,4250,7200,4,2.25
699950,2280,2520,2,2
935000,2010,4200,4,1.75
1000000,2600,2360,3,1.75
1118000,2280,3000,5,2.75
1060000,3030,3108,5,2.75
1775000,3390,5922,5,3.25
810000,2430,3600,4,2.5
760000,2570,5400,2,2.25
975000,2040,2400,4,2
2275000,6796,9088,5,5.5
1000000,2040,,3,1
900000,2740,5000,3,1.5
223950,2200,3600,4,2.25
2500000,4500,5400,4,3.25
3500000,7670,7710,5,4.75
3100000,4130,7655,4,3.25
1339950,3170,,6,4
,2130,3840,3,1.5
1300000,2490,3600,4,3.25
630000,2250,1768,4,1.75
1250000,2600,3815,4,3.25
1075000,2430,7200,4,2
819000,3040,2520,3,2.75
1425000,6150,8240,5,5
626000,1360,,3,1
1300000,3384,3920,4,2
1695000,3042,3000,2,2.25
710000,1290,3600,2,1
1775000,3370,4000,4,3
3000000,4350,5130,4,3.5
855000,2710,2400,3,1.75
777000,2410,2576,3,2.75
2150000,4540,7950,5,2.75
3300000,6460,7488,3,3.5
876051,2400,1935,3,1.5
1098851,2500,3600,4,1.75
1525000,3181,3600,4,3
1100000,2760,3458,3,3
617000,1740,4200,3,2
1380000,2670,3880,4,2.75
650000,2020,4800,3,1
1165000,2660,6030,4,2
1096500,2240,2500,3,1.75
1021515,2700,5250,4,2.5
1205000,3500,2880,3,1.5
1300000,2400,,4,2.5
1590000,3526,5250,4,3.25
1150000,2930,3904,3,1.5
645000,1770,2800,4,1.25
1700000,3430,4000,4,3.25
1600000,2890,6400,3,2
1539000,3220,3495,3,2.5
1030000,1770,,3,1.5
985000,2090,,5,2
590000,1900,2805,2,1
625000,1350,2160,2,1
943000,1750,2400,3,1.5
906000,2180,3200,3,2.75
1820000,3300,4000,5,3.5
741500,2100,3625,2,1
1220000,3330,3650,3,2.75
1162500,2100,3540,3,1.75
675000,1710,2161,3,1.5
1065000,3040,3525,3,2.5
995000,2441,3600,3,2.75
1130000,3218,6050,4,3.5
562500,1610,1465,2,1
900000,2150,,3,2
2100000,5290,9778,5,4.75
1710000,3230,4800,3,3.25
2125000,3530,7200,3,3.25
617000,1780,2400,2,1
931500,3130,5066,3,3.25
500000,5760,7775,4,3.5
2295000,3627,4080,5,3.5
1048000,2178,2623,3,3
1787500,3450,4000,4,3.25
479000,980,,3,1
783000,2700,3120,4,1.75
787500,2130,2361,3,2.5
837500,2000,3600,3,2
2150000,4030,7500,4,3
1100000,2650,3200,4,2.25
725000,2200,4000,3,2.25
820000,1930,3625,3,2.25
1950000,4350,7200,4,2.5
595000,700,3600,2,1
1440000,3160,,4,2.75
1250000,3470,6090,4,2.5
250000,3000,4800,5,3.5
2730000,5890,8640,4,5
1675000,3140,5750,5,3.25
1025000,2700,6258,4,2.25
1575000,3780,4320,4,3
1500000,2990,4600,5,2.5
2000000,4000,6000,4,3.25
2210000,4030,6900,5,3
3435000,5544,8640,5,4.25
2300000,3790,5126,5,3.25
1480000,2950,4800,4,3
,3580,5400,6,2.75
3000000,12280,16874,7,6.75
2050000,4050,6115,5,4
1475000,3450,4680,4,3.25
1250000,3710,6289,4,2.25
1365000,2570,,5,2
1260000,2530,,3,2
1409000,3655,3840,3,3
925000,1660,,3,1.75
2550000,4050,6240,4,3.25
725000,2900,2978,4,2.5
2700000,4560,8640,6,4
1035000,2630,6615,3,2
1890000,3350,4320,5,4.25
915000,1750,5610,3,2
1800000,3940,4760,4,2.75
895000,2210,2600,3,1.5
1300000,2650,3570,4,3.25
2100000,7549,9000,8,4.25
1400999,3930,6160,4,1.5
1302500,2340,2640,3,1.75
1700000,4790,8400,5,4
1690000,6240,9345,6,4.25
2450000,4465,6480,4,3
1495000,2970,6840,3,2.25
910000,2200,4760,3,2.25
1537500,3540,7840,4,2.5
1513750,3530,3120,4,3
1149000,3652,4500,5,3.5
700000,1620,2801,3,1.75
800000,2580,,6,2.5
980000,3440,5310,4,3
875000,2420,4000,4,2.5
675000,1445,4730,2,1
1050000,2970,6000,4,2.75
1300000,3480,5450,4,3
655000,3180,4250,4,1.75
740000,2540,4000,5,2
1241000,2610,3520,4,2.5
1300000,2380,26050,2,2.5
375000,860,3090,2,1.75
927132,2520,3000,4,2
985000,2740,5104,4,2.75
1625000,3160,,3,2
1450000,1780,,5,1
805000,2180,3000,3,1.75
640000,2886,4070,5,3
820000,2020,4643,4,2.75
970000,3170,4320,5,3
931500,2420,4174,3,1.75
1465000,5060,8238,5,3.75
1050000,3066,7500,4,3.25
1250000,2696,4178,5,2.75
1279000,3228,5000,4,3.5
647450,2180,4000,2,1
815000,3256,3150,5,3
825000,2040,,3,2
725000,1550,4800,2,1.75
1377000,2722,3433,4,2.75
960000,2550,5205,3,2.5
1040000,2660,6506,4,2.75
839000,1950,,4,1
1285000,3740,5429,4,2
750000,1697,4000,2,1.75
840000,2700,3180,3,2.5
920000,2970,2730,3,2
660000,1680,,3,1
906000,2260,4800,3,1.75
730000,2290,7023,3,1.5
940000,2470,4100,4,2
849950,2200,5160,3,2.5
890000,2709,3728,3,2
1200000,3450,4500,5,1.75
766300,2110,6318,2,1.5
718000,2500,3382,3,1
820000,1930,3357,4,2.5
850000,1900,3306,3,2.75
3262500,6121,14160,5,6
1995000,4180,7523,5,3
2835000,4890,5979,4,4.75
1775000,3440,7200,4,3
3737356,5119,7597,5,4.25
1725000,3480,8836,4,3
1889792,5140,8950,4,3.25
3840000,7020,22233,4,4.75
2300000,3710,9878,3,3.5
2400000,4470,13726,4,3
1750000,3304,8002,3,2.75
1980000,4730,10667,5,3.25
2637000,3880,7370,4,5
2291250,7340,14741,5,4.5
3500777,5200,13821,3,3.25
2070000,5460,10760,5,3.5
3575000,5470,19628,5,5
486022,8140,,5,4
2000000,3590,7547,5,3
2550000,5010,8670,4,2.5
1575000,3130,7310,3,2.25
1475000,3270,7208,4,3.25
1820000,2280,11742,2,2.5
2100000,3950,12729,3,3.25
1925000,4240,6912,3,2.25
3765000,7852,20156,5,4.75
1395000,2210,5444,3,2.25
970000,3410,6349,4,3
2810000,5552,7410,5,6
2595000,5346,6000,5,4
1600000,3050,7800,4,3.75
5750000,9820,11320,5,7.75
1540000,3250,9275,4,2.75
1040000,1210,4000,2,1
1675000,3370,7961,4,3
1670000,3465,5400,3,3
2800000,4740,17556,6,4.25
1795000,3490,4000,4,3
2043000,4370,,5,3
1385000,2280,,3,3.5
1250000,2850,4000,4,2.75
487000,2310,4000,3,2.25
1475000,3050,6179,4,3
1775000,3300,,5,3
2200000,3800,7200,4,3
2085000,3620,10786,3,3.5
1860000,3290,12352,3,2.5
2283600,4211,14268,4,4
1435000,2290,6000,3,2.75
950000,2080,3600,2,2
1200000,2940,3600,4,3.5
1200000,2720,7200,3,2.5
2000000,3350,4200,4,3.5
1585000,3330,7200,3,3.5
1295000,3460,4620,3,3.75
1275000,2040,8400,4,1.75
910000,2040,4000,2,1.75
1440000,2370,4082,3,2.5
970000,1880,3600,2,1.5
2184350,4630,11050,4,3.25
1050000,3470,3949,4,3.5
785000,4634,7200,5,4.5
662800,2214,4800,3,2.5
735000,2340,3000,4,2.75
1630000,3460,5400,4,3.25
2000000,3055,13038,4,2.25
1710000,3490,7200,4,3.25
2883000,5862,7601,5,3.75
1395000,3270,3918,3,3.25
2260000,3843,4397,5,4.5
1780000,2810,4397,3,2.5
1860000,3030,7200,3,3.25
1191000,2386,4000,4,2.5
1300000,5721,7803,5,5.25
1380250,2960,7457,4,2.5
2000000,3760,,4,3
2267500,3610,5237,3,3
1430000,3190,7834,2,2.5
1030000,2400,12062,2,1.75
1585000,3340,3600,5,3.5
2100000,3423,7200,4,3.25
1650000,3521,8400,4,2.75
1455000,2680,4080,4,2.5
724000,2310,3000,4,3.25
1288000,2380,5760,3,1.75
1750000,3771,7200,4,3.25
2932500,5946,6931,5,4
1192000,2580,,3,2
1350000,3194,4000,4,3.5
1565000,4380,7200,5,3
1458000,2770,7200,3,2
2698000,4400,4758,4,3.5
1655000,3510,7800,4,3
2800000,5490,12975,4,4.25
1910000,2590,9600,3,2.25
2450000,6040,7800,4,4
,2362,6015,3,2.5
1175000,2400,4000,4,3
1400000,3640,7316,4,2.5
1240000,1200,,3,1
629950,1690,3422,3,3
1250000,2440,6000,3,2.5
655000,2040,,3,2
1500000,3630,6000,4,2.5
1775000,3961,3991,4,3
1750000,4690,6000,5,3
400000,1810,,3,2
820000,1540,,3,1
722500,2390,3416,5,1.75
904000,2850,4200,4,2
981000,2930,5040,4,2.25
350000,2091,1783,3,2.5
585000,2050,2920,3,1.5
20100,1900,,4,1
850000,2480,2560,3,2
1227000,3580,4631,5,3.5
1095000,3030,5400,4,1.5
776366,1540,4000,3,2
1205000,2700,3074,4,2.75
528000,1358,1044,2,1.5
800000,2060,,4,2
875000,2580,2450,4,2
899000,3634,2595,3,2.5
755000,1600,,4,1
635000,1880,3600,2,1.75
810000,1980,2582,2,1.75
680000,2380,6300,3,2.25
955000,3080,3066,4,1.75
1018500,2490,2150,3,2.5
610000,2300,3758,3,2.25
900000,1980,4304,3,2.75
720000,2100,4200,3,1.75
,2230,4200,2,1.75
915000,2820,3400,4,3.75
1180000,2270,4200,4,3
600000,2030,,4,2
960000,1974,7500,3,2.25
129000,1740,3500,3,1.75
515888,1420,3200,2,1.75
145000,800,,2,1
515000,1440,4400,2,2
998500,2350,5173,3,3
660000,2020,3360,4,1.75
509000,1850,5040,3,1.75
619000,1660,3960,3,1
725000,3390,4800,6,2.75
1457000,2760,4736,3,3.25
931000,2070,,3,2
546000,1150,,2,2
1200000,3062,3600,4,2.75
430950,1325,2469,2,1
1230000,2950,4000,3,3.25
675000,1741,5000,4,2
775000,2020,4800,2,2.25
949900,2490,4760,3,2.5
487000,1420,,2,1
402550,980,,3,1
664400,1940,4000,2,1
460000,1440,4400,2,1
665000,1680,2500,3,2.5
477000,1090,3759,1,1.75
512000,1620,,3,1
645000,1740,2150,3,2.5
711000,2230,4200,2,1.75
695000,2050,3500,3,1.5
690000,1070,,2,1
920000,2070,6000,2,1.75
855000,1630,5400,3,1.75
485000,2190,,3,2
657000,1536,3300,3,2.75
920000,2410,3300,3,2.5
706150,1880,4400,3,1.75
782000,1977,1777,2,1.75
518500,880,3000,3,1
1250000,3470,5521,5,3.75
560000,2080,4800,3,0.75
505000,3390,4000,3,3.5
652000,2260,2617,4,1.75
900000,2140,6000,2,1.75
475000,1620,5376,3,2
1200000,2952,6000,4,2.5
479000,1640,3150,3,1.5
75000,1920,,4,1
667000,1720,,3,1.5
610000,2430,5600,3,2
645000,1800,5000,3,1.75
540000,830,,2,1
775000,2020,3118,4,2.5
910000,3550,3550,4,3.5
699000,1820,4080,3,2
705500,2130,4486,4,1.75
395000,1460,3000,1,1
825000,2810,4800,3,2.25
506000,1920,3588,2,1
762500,1140,,2,1
526000,2230,4500,3,1
550000,1976,3420,3,1.75
638000,2010,4236,4,1.75
700000,670,,2,1.75
592000,810,,2,1
650000,1710,,3,1.5
769950,2520,5400,4,2
660000,2040,3783,4,2.75
448000,1780,3780,2,1.5
141000,3570,6000,5,1.75
450000,1020,,2,1
500000,1440,,4,1
705000,2380,,5,3
620000,1550,,3,2
1850000,3780,6215,4,3.25
424000,1140,3395,3,1.75
727500,2650,5032,3,3
966000,2030,4850,4,2
799000,2050,6000,3,2.25
550000,1800,5000,2,1.5
375000,1680,,4,1
375000,1680,,4,1
624000,2510,4140,4,3
536500,1360,1860,2,1.75
615000,2530,,4,2
530000,2370,4850,5,2
500000,1720,4011,3,1.75
1295000,3450,5190,4,3.5
585000,1090,5000,2,1
636207,2210,4648,3,1.5
636207,2210,4648,3,1.5
524111,2210,4850,3,1
524111,2210,4850,3,1
400000,1110,,2,2
400000,1110,,2,2
400000,1110,,2,2
609950,1588,1113,3,2
800000,1712,2500,3,2.25
833000,3370,6655,4,2.75
681000,2203,2498,4,2.5
600000,1130,,2,1
536000,2070,3764,3,1.75
745000,2370,5000,3,1.75
805000,2410,6000,4,2.75
513088,1430,,3,1
689000,2500,7000,4,3
429000,2240,3333,3,1
614000,1220,,4,1
417200,1000,,2,1
432500,1930,5000,4,1
913000,1848,5300,3,1.5
610000,1230,,4,1
375000,1510,,3,1
629000,1890,1600,4,3.25
957000,2708,3849,4,3
470000,2020,5000,3,1
425000,1017,4635,2,1
862000,2680,5985,4,1.75
875000,2320,3015,4,2.5
735000,2003,1611,2,2.25
1759000,3367,6607,4,3
565000,970,,2,1
770000,2440,5400,4,2.25
618000,2010,4700,4,1.75
505000,1080,5000,2,1
695000,1613,1525,3,3
680000,1660,,4,1
600000,1630,6000,2,1
680000,1680,6000,2,1.75
650000,1552,1208,3,2.25
871000,2340,6150,3,1.75
573000,1130,,3,1
575000,1520,,3,2
1300000,4570,6000,5,3.5
1237000,3500,10000,4,2.25
707500,1550,6596,4,4
897000,1884,5000,3,3.25
459950,2020,2903,3,1
838500,2630,5000,4,2.75
535000,1580,5000,4,1.5
,1230,1820,3,1.75
950000,2550,,5,1
826000,1980,4200,3,1.75
460000,1260,2550,3,2
840000,2700,5000,4,2.75
,2550,6000,3,1
,2550,6000,3,1
385000,1500,2326,2,1
700000,2860,5525,4,1.5
675000,1800,5300,4,2.5
750000,1890,5875,4,2
750000,1890,5875,4,2
280000,2800,,6,3
605300,1750,3600,3,1.75
1200000,980,,2,1
452500,1470,5000,2,2.5
790000,3000,4700,5,1
790000,3000,4700,5,1
687000,1860,3300,3,1.75
377100,1160,1861,2,2
563000,2040,5000,3,1.75
563000,2040,5000,3,1.75
650000,2300,4000,4,1.75
572500,1530,3840,4,1.75
485000,,4080,2,2.75
485000,,4080,2,2.75
515000,780,,2,1
515000,780,,2,1
550000,1690,3172,2,1.75
570000,2020,3840,4,1.75
98000,2140,4800,3,1
98000,2140,4800,3,1
400000,1340,4046,2,1
400000,1340,4046,2,1
562000,2420,5000,4,1
562000,2420,5000,4,1
645100,1560,,3,1
645100,1560,,3,1
889000,2590,5250,4,1.75
621500,2120,4046,4,1.75
1020000,3150,4896,5,3
1020000,3150,4896,5,3
462000,1680,3880,2,1
462000,1680,3880,2,1
925000,2380,3880,4,2.5
925000,2380,3880,4,2.5
482662,2040,2392,4,2
482662,2040,2392,4,2
557200,2170,4000,2,1
873600,2460,5100,4,2.5
1200000,3439,5000,3,2.5
1200000,3439,5000,3,2.5
515000,1080,,3,1
710000,1650,3210,3,2.5
710000,1650,3210,3,2.5
565000,1892,3796,4,2
590000,1400,,3,2
510000,2070,4000,3,1
510000,2070,4000,3,1
747000,1268,5100,2,1.75
747000,1268,5100,2,1.75
510000,1170,4250,2,1.5
540000,1980,4000,2,1.75
586200,1460,2550,3,2
586200,1460,2550,3,2
535000,1560,,2,1.5
1295000,3317,3880,5,3.5
620000,1590,5100,4,1
620000,1590,5100,4,1
535000,2080,5100,4,1.75
727000,2300,4150,4,1.75
508000,1280,4080,2,1.75
508000,1280,4080,2,1.75
418000,2240,4300,4,2.5
418000,2240,4300,4,2.5
625000,1580,6790,2,1.75
625000,1580,6790,2,1.75
677500,2380,5460,3,2
549950,1180,5100,4,0.75
549950,1180,5100,4,0.75
724000,2740,5750,3,1.75
865000,2150,3480,4,2
865000,2150,3480,4,2
807000,2320,4750,4,2.5
807000,2320,4750,4,2.5
685000,2670,4100,4,1
685000,2670,4100,4,1
745000,2220,3960,4,1.75
730000,2020,5000,2,2.5
,3310,6203,4,2
,3310,6203,4,2
642817,1470,3840,2,1.5
642817,1470,3840,2,1.5
553000,1790,2402,3,2.25
626000,1460,2550,3,2
626000,1460,2550,3,2
595000,1850,3774,4,2.5
136000,1930,4410,0,
136000,1930,4410,0,
500000,1840,6500,2,1.75
500000,1840,6500,2,1.75
632000,1380,4040,3,1.75
805000,2100,4416,3,2.25
805000,2100,4416,3,2.25
1015000,2720,3840,5,2.5
1015000,2720,3840,5,2.5
,2230,4600,3,1.75
,2230,4600,3,1.75
687000,2530,5100,3,1.75
1150000,2984,3821,3,3.5
575000,1780,4640,2,1
489000,1660,5000,2,1.75
489000,1660,5000,2,1.75
490500,1270,3960,3,2
505000,1260,2550,3,2
745000,2380,4080,4,2.75
745000,2380,4080,4,2.75
405000,1040,2550,2,1
482500,2130,5200,3,1.75
482500,2130,5200,3,1.75
857000,2310,4249,5,2
520000,1660,4800,3,1
640500,2100,4600,4,2
640500,2100,4600,4,2
745000,1900,5000,4,2.75
644950,1620,5000,3,1
644950,1620,5000,3,1
700000,1750,,2,2
700000,1750,,2,2
674500,2860,6375,4,2
674500,2860,6375,4,2
607000,2000,5000,2,1.75
377100,960,4100,3,2
1067000,2771,3672,4,3.5
485000,1690,2550,2,1.75
595000,1900,4080,3,1.75
652000,1820,3880,3,1.5
652000,1820,3880,3,1.5
735000,2330,4046,3,2
410000,670,,2,1
600000,1090,,3,1
653393,2000,5100,3,2
800000,2540,5000,4,2
837000,2380,4080,4,2
845000,2560,6120,3,1.5
575000,1570,3880,3,1.5
575000,1570,3880,3,1.5
562000,1780,4365,2,1.5
740000,2370,5100,4,2.5
525000,1500,5000,3,1.75
656025,1900,5308,3,1.75
656025,1900,5308,3,1.75
535000,1220,3880,2,1
520000,1910,,3,2
665000,2020,3960,3,2
735000,2350,5100,3,1.75
219000,1820,5100,3,2.75
