LAST_SALE_PRICE,SQFT,LOT_SIZE,BEDS,BATHS
613000,2690,3626,6,2.5
430000,920,4018,2,1
515000,1050,5000,2,1
567945,2100,3000,3,2.75
675000,1490,,5,1
670000,2000,3500,4,2
499950,1360,2500,3,2
700000,1800,5000,3,2
435000,1380,2500,3,2
805000,1170,,3,1.5
638950,1950,,4,1
855000,2220,5000,4,3.5
460000,1240,,3,1
639000,1980,5000,4,2
350000,2150,2527,5,3
350000,2150,2527,5,3
603678,1929,5000,2,1
601000,1840,5040,4,1.5
519000,1950,2617,4,2.5
455000,1360,3250,2,1
775000,1820,4300,3,3
600000,1310,,3,1
670950,1974,2336,3,2.75
377000,1263,3500,2,1
452000,1438,5000,2,1
650000,1380,,3,1
640000,3470,6000,4,2
730000,2500,5000,3,1.75
700000,1580,,3,1
685000,1400,,3,1
1225000,2530,,4,2.5
650000,1800,,3,1.75
650000,980,,2,1
577000,1470,2300,3,2
660000,1428,5000,3,2.25
608000,2610,5000,3,2.75
505000,1500,2500,3,2
530000,1050,3000,2,1
575000,1980,3500,4,1
880000,4424,4750,5,2.25
717500,2060,3500,3,1
680000,990,,2,1
755000,1560,,4,2
607500,2150,,4,2
575000,1330,,2,1
655000,2440,5000,4,1
688000,3230,5000,3,2.5
688000,3230,5000,3,2.5
640000,2860,4000,4,2.5
640000,2860,4000,4,2.5
640000,2860,4000,4,2.5
667000,2780,3492,5,2.5
685000,900,,2,1
610000,1530,,4,1
610000,1530,,4,1
499000,1700,3135,3,1.5
637628,1404,2500,2,1.75
650000,1150,4100,2,1
785000,770,,3,2
749950,1190,,3,1.5
529000,2100,3328,3,1
625000,2210,3264,3,1.75
488000,1080,,2,1
852000,2229,4700,3,2.5
517000,2070,4800,2,2.25
492500,2010,,4,1
570000,1852,1777,3,3.25
550000,1640,3100,2,1
675000,2310,5000,4,2.5
792000,,2434,3,3.5
600000,1370,,2,1
515000,2060,5000,4,1.75
1160000,2817,3755,4,2.25
734200,3098,5000,4,2.5
1000000,3050,5000,4,3
529950,1268,1250,3,2.5
685000,1681,1779,3,2.25
685000,1681,1779,3,2.25
850000,2840,5000,3,1.5
692500,1070,4750,3,1
402000,821,2475,2,1
259950,1010,5000,2,1.75
520000,1320,,2,1
659000,1729,2895,3,2.25
605000,1080,9330,2,1
605000,1080,9330,2,1
827000,2410,3070,4,2
809000,2173,4470,4,2
809000,2173,4470,4,2
715000,2382,5640,4,2
895000,2490,5000,3,2.25
895000,2490,5000,3,2.25
565000,1060,3090,2,1
1200000,3328,4239,4,2.75
552500,1820,3605,2,1
554000,1680,3840,3,2
1145000,3150,3648,4,3.5
1145000,3150,3648,4,3.5
87050,1720,3500,3,1
87050,1720,3500,3,1
505000,1200,4330,2,1.5
856000,1960,4340,4,1.75
732000,1680,5000,4,1.75
732000,1680,5000,4,1.75
1139888,3719,5080,5,3.5
620700,1544,3750,3,1.75
1800000,3597,6478,4,3.5
489950,1410,2650,3,2
545000,1190,,3,1.5
499950,1770,5000,3,1.75
527500,1900,3860,3,1
527500,1900,3860,3,1
520000,1170,5000,2,1.75
520000,1170,5000,2,1.75
585000,1710,2425,3,2.5
700000,1400,3080,2,2
700000,1400,3080,2,2
750000,1680,3080,3,1.75
750000,1680,3080,3,1.75
573500,2172,4792,4,2.5
795000,2650,5150,4,2.5
714000,1620,4013,3,1.75
714000,1620,4013,3,1.75
705000,2620,4470,4,2.75
480000,1590,3000,3,2.5
480000,1590,3000,3,2.5
650000,1760,3760,3,2
530000,1960,4010,3,2
530000,1960,4010,3,2
425000,700,2255,2,1
550000,1800,2060,3,1.5
759000,2890,5000,6,2.75
759000,2890,5000,6,2.75
800000,3040,4000,4,2.25
600000,1620,4500,3,2
555000,1727,4270,2,2
1100000,2810,6180,5,3
350000,800,,1,1
688100,2350,3215,3,1
530000,1740,3640,2,1
597500,1560,5000,2,1
597500,1560,5000,2,1
568000,1640,5000,3,1.75
826500,1610,,3,1.5
826500,1610,,3,1.5
686700,1960,4120,3,1.75
705000,3280,5000,3,1.75
649950,1840,2665,3,2
649950,1840,2665,3,2
580000,1530,,3,1
562000,1580,5000,3,1
530000,943,5150,2,1
530000,943,5150,2,1
,1750,7200,3,1.5
,1750,7200,3,1.5
736000,2140,3430,4,1.75
736000,2140,3430,4,1.75
,700,6350,1,1
,700,6350,1,1
485000,1850,2400,2,1.5
775000,1690,4030,4,1
649000,1800,2500,4,2.5
649000,1800,2500,4,2.5
685023,1784,5360,4,1.75
685023,1784,5360,4,1.75
675000,2650,5000,3,1
591505,2400,3680,3,1.5
591505,2400,3680,3,1.5
556000,1430,3200,2,1.5
556000,1430,3200,2,1.5
666000,1890,5000,4,1.5
475000,1160,2992,3,1
660000,1525,3840,3,2
641000,2040,3750,3,1
641000,2040,3750,3,1
577000,1760,2565,3,2
577000,1760,2565,3,2
615000,1390,4800,2,1
651000,1920,3700,4,1.75
645250,1980,3330,4,1
,1900,3000,3,1.75
,1900,3000,3,1.75
552500,1410,2650,3,2
345000,1150,,1,1
760000,2610,5000,3,1.75
760000,2610,5000,3,1.75
420000,1720,3196,4,1
830000,2360,4042,3,2.5
830000,2360,4042,3,2.5
820000,2540,5808,4,3.5
820000,2540,5808,4,3.5
725000,2610,4000,4,2
725000,2610,4000,4,2
400000,820,,2,1
400000,820,,2,1
780000,2500,5300,4,2.75
501000,2260,3800,3,1.75
575000,1760,4505,3,1
1260000,2920,4000,4,3.5
1260000,2920,4000,4,3.5
515000,2140,2665,3,1.5
515000,2140,2665,3,1.5
520000,1760,5700,3,1
496000,1780,3840,3,1
496000,1780,3840,3,1
450000,1780,2115,3,1
500000,1730,5000,4,1.75
660000,1960,4300,3,3
760000,1620,,3,2
552500,1420,2500,3,2
753000,2300,3760,3,2
550000,2150,3840,6,1.75
550000,2150,3840,6,1.75
600000,1910,3350,4,1
767000,1950,3300,4,2.75
775000,1830,3350,3,2.25
775000,1830,3350,3,2.25
656095,1800,3750,3,1.75
600000,2020,5000,4,2
1200000,3445,5150,5,3.5
1200000,3445,5150,5,3.5
414950,1280,2400,3,2
320000,540,2500,1,1
870000,2600,5700,4,3.5
548000,1910,3240,4,1
548000,1910,3240,4,1
425000,1010,3120,2,1
625000,1590,4000,4,2
625000,1590,4000,4,2
757000,2230,3500,3,1.5
725000,2540,5000,3,1.5
725000,2540,5000,3,1.5
730000,2040,5150,3,1
589000,1900,5000,4,1.75
560000,2770,3780,4,1.5
425000,1820,2800,2,1
475000,880,5700,2,1
565000,1970,5796,3,1
565000,1970,5796,3,1
419000,760,,2,1
419000,760,,2,1
599999,2480,3840,3,2
525000,,5000,3,1
814000,2040,5000,4,1.75
635000,2020,3750,4,2
635000,2020,3750,4,2
630000,1690,5000,3,1.75
630000,1690,5000,3,1.75
433500,710,4700,1,1
625000,1900,5588,3,1.75
625000,1900,5588,3,1.75
700000,2160,6000,3,1.75
891000,2180,5050,4,1.75
766000,1850,2500,3,2.5
766000,1850,2500,3,2.5
701000,2320,5360,3,2
375000,800,,2,1
750000,2178,2660,5,3
860000,1850,5000,4,2
860000,1850,5000,4,2
525000,1840,4520,3,1
425000,1370,,2,1
560000,1330,2575,3,2
541000,940,4910,2,1
541000,940,4910,2,1
550000,1730,5000,4,1
619975,2040,4920,3,1.5
617000,1470,4800,3,1.75
613500,1416,4120,2,1.75
431000,1580,4800,3,1
431000,1580,4800,3,1
570000,1820,3638,3,1.75
859000,1810,3638,3,1.75
859000,1810,3638,3,1.75
800000,2190,4000,3,2.5
485000,910,,2,1
485000,910,,2,1
653000,2440,3940,4,2.75
625000,1560,4200,3,2
475000,1620,3560,2,1
672500,1980,3730,4,2.25
1060000,3745,5080,5,3.5
1060000,3745,5080,5,3.5
650000,1240,6803,2,1
650000,1240,6803,2,1
781500,2180,3750,3,1.5
781500,2180,3750,3,1.5
925000,2116,3500,4,2.5
925000,2116,3500,4,2.5
630000,1140,,2,1
630000,1140,,2,1
660000,2140,4500,3,2
630000,1518,5461,3,1.75
630000,1518,5461,3,1.75
476270,700,6350,2,1
412000,1360,3840,2,0.75
519000,1940,,3,1
650000,2420,,3,1.5
650000,2420,,3,1.5
640000,1770,3840,3,1.75
640000,1770,3840,3,1.75
500000,1980,3450,4,2
549950,1810,4000,3,1.75
711000,2370,6480,3,1
711000,2370,6480,3,1
1395000,3736,4000,4,4.25
1395000,3736,4000,4,4.25
422500,830,,2,1
422500,830,,2,1
853000,2780,3840,4,2.75
853000,2780,3840,4,2.75
540000,1570,3840,3,1.75
989000,1240,,2,1
500000,1210,4441,3,1.75
635000,1960,5000,4,2.75
619000,1760,5000,3,1.75
619000,1760,5000,3,1.75
560000,1200,,3,1
633000,1990,5000,1,1
633000,1990,5000,1,1
629950,2260,5461,3,1.5
561200,1740,4960,2,1
682000,2210,4960,3,2
530000,2320,4500,3,1
530000,2320,4500,3,1
545000,1940,3840,3,1
545000,1940,3840,3,1
2475000,5131,4715,3,3.25
1425000,4610,,4,3.5
2945000,4340,,5,4
719500,3034,3360,0,
613000,1800,,,
1000000,1920,2720,4,3.5
695000,1780,4489,3,2.5
989500,3434,3500,4,3.5
683250,2670,2311,4,1.75
670000,2450,7461,3,2.5
2800000,1180,,2,1
799900,2950,7795,5,2.75
290000,740,,1,1
1860000,2340,4000,4,1.5
599000,1750,,4,2
865000,3130,8676,4,2.5
645000,2930,7370,4,2.5
900000,2870,,,
778950,3370,6540,4,3.5
921500,2700,4800,4,2.5
751000,2450,7461,3,2.5
720000,3500,4169,4,2.5
720000,3500,4169,4,2.5
1008000,3100,4000,4,3.25
839000,3900,10644,5,4.5
295500,860,7942,3,1
550000,1950,7502,3,2.5
710000,2360,3456,2,2.5
,3578,3208,4,3.5
990000,2890,5972,4,3.5
269950,840,1301,2,1.5
825000,4210,4500,4,3.5
679950,1500,922,3,1.5
1420000,3450,4500,4,3.25
1032000,3250,5000,4,3.25
517000,1690,1960,3,2.5
910000,2710,2550,4,3.25
1800000,3520,7416,4,3.25
725000,2536,,,
799990,2360,2900,4,3.5
800000,3180,5000,4,3.5
250000,4860,7110,6,4
250000,4860,7110,6,4
537000,2920,7770,4,3
485000,2040,,4,3
780000,3150,17299,5,2.5
1375000,4195,6342,4,3.25
400000,1720,1626,3,2.25
340000,1305,1281,3,2.5
1625000,3160,7525,4,2.25
989950,3240,5500,5,3.5
1307000,2995,4200,3,3
2250000,5130,7150,8,4.25
639900,2550,,4,3.5
775000,2923,10001,4,3.75
635000,2790,7654,4,2.5
725000,2260,1290,3,3
675000,2610,7512,4,3.25
638000,2840,7205,4,2.5
589950,2990,6549,4,2.75
520000,1840,4340,4,2.5
679000,1900,1839,3,2.5
615001,910,1499,2,1.5
1375000,3876,7075,4,3.75
1075000,2692,3750,3,2.5
274950,1234,1234,3,2.5
246250,450,2704,1,0.75
685000,2520,5460,5,3
580000,1473,2500,2,2.25
630000,2254,1455,3,2.5
752500,2680,6367,4,3.5
435000,1940,7226,4,2.75
425000,3530,12345,5,3.25
762000,1470,1186,3,2.5
780000,1820,,3,3
1005000,2327,3090,3,3.25
915000,2202,7282,3,2.25
895000,3490,7676,5,3.5
980000,3400,7215,3,3.5
850000,2550,5820,4,2.75
710000,2588,7896,4,2.5
380000,3960,11780,4,2.5
400000,1250,1396,3,2.25
435950,1325,2138,2,2
720000,3043,3844,5,4
651500,2247,14333,4,3
635000,2250,,3,2
312500,2880,,4,3
1400000,2930,4652,3,2.25
390000,860,,2,1
659000,3236,18516,4,3.5
1125000,2672,4000,3,2.5
649888,3236,20298,4,3.5
525000,980,1425,2,1.25
1314950,2743,5923,3,2.5
1032500,4605,3778,9,6
710000,1520,,3,2
675000,,,,
560000,1990,2269,4,3.5
432999,1600,3000,3,1.75
373500,560,3043,1,0.75
,1300,1221,3,2.5
950000,3000,4367,3,3.5
950000,3000,4367,3,3.5
870000,2003,5000,3,2.5
781050,2350,5000,3,2.5
636500,1510,2039,2,2
910000,3157,18596,5,3.5
690000,,,,
,2720,9504,4,3
600000,1470,1625,3,2.25
1729000,3730,4000,5,3.5
670000,2180,7490,4,2.5
1295000,2810,5292,4,3.25
775000,3380,9142,5,4
725000,2735,8308,4,2.5
1800000,3254,4000,4,3.75
505000,,,,
505000,,,,
465000,,,,
1125000,2640,3062,4,3.25
900000,2025,2457,3,3.25
359600,1350,1511,2,1.5
550000,1496,1182,3,2.5
730000,2295,750,3,2.75
1605000,3983,5160,5,4
635000,2271,8580,3,2.25
1120000,3220,6382,4,3.5
1450000,3284,5012,4,3.5
705000,1644,1321,3,2.5
1100000,2850,3752,3,2.5
642000,1550,1280,3,2.25
565000,1719,,3,2.25
559000,1875,,3,2.25
1022992,2743,,5,2.5
1304502,2743,,5,2.5
882000,3055,3753,4,3.5
555000,1704,1258,3,2.5
579000,1629,,3,3.25
599000,1629,,3,3.25
1060000,3310,3790,4,3.5
825000,1638,1553,3,2.5
802000,1638,1244,3,2.5
477500,2440,2500,4,3.5
465000,2480,2500,4,3.5
,1719,1221,3,2.25
455000,1540,,3,2
738000,1520,1229,3,3
1054950,2342,3751,3,2.5
1050000,2342,3751,3,2.5
730000,1830,1806,3,3.25
730000,1830,1806,3,3.25
589950,1442,,3,2.5
653000,2410,6183,4,2.75
1100000,3485,3328,4,3.5
649950,2346,4056,3,2.5
1123232,3145,3148,4,3.5
1169724,3184,3328,4,3.5
1137969,2743,5923,3,2.5
699950,2298,5184,3,2.5
689950,1644,1321,3,2.5
569990,2502,4335,3,2.5
658000,1660,,2,2
639000,1888,1600,4,3
639000,1888,1600,4,3.25
598950,1580,1531,3,2.5
599950,1601,1113,3,2.5
629000,1544,1570,3,2.5
723509,1715,1947,2,2.25
526000,1267,1250,3,2.5
589950,1526,1249,3,2.5
785000,2082,2132,3,2
785000,2082,2132,3,2
609900,1475,1224,3,2.5
649950,1575,1520,3,3.25
640000,1575,1410,3,3.25
1895000,3750,4000,4,3.25
694700,2439,4103,5,3
1650000,3474,4046,4,3.25
869990,3564,15234,4,3
1201787,2476,6557,3,2.5
1093257,2544,3280,4,3.5
699950,2751,4056,4,2.5
1334995,3494,4165,4,3.5
1200000,4214,9062,7,6.25
719950,2294,4249,3,2.5
594950,1346,1270,3,2.5
612000,1346,1274,3,2.5
1095995,2544,3280,4,3.5
1115360,3066,4024,4,3
620000,1475,1225,3,2.5
615000,1600,2521,3,2.5
649950,1535,1246,3,2.5
610000,1475,1224,3,2.5
650000,1632,1278,3,3.5
,3860,3839,4,3.25
690000,2351,3844,5,2.5
598950,1346,1270,3,2.5
740000,2518,5100,4,2.5
799950,2366,1724,4,2.5
872500,2630,5760,4,3.25
620000,1346,1274,3,2.5
850000,2218,2000,3,2.5
699000,2003,1597,2,2.25
689950,1715,1440,2,2.25
635000,1346,1225,3,2.5
849950,2750,5319,4,2.5
825000,3660,4400,4,2
1325000,4050,4320,11,4
1290000,3013,3330,4,3.25
638950,1475,1225,3,2.5
2050000,5350,7800,5,5.75
630000,1750,2566,3,2.5
620000,1750,2566,3,2.5
1350000,1800,10000,3,1
1146000,2544,3280,4,3.5
638950,1475,1225,3,2.5
550000,1640,3774,4,1.75
694847,1715,1951,2,2.25
1135000,2756,5800,3,2.5
1075000,2984,3821,3,3.5
340000,2850,2708,3,1.75
550000,1300,984,3,2.25
699950,2751,4056,4,2.5
985000,2769,5086,4,3.75
500000,1327,1518,3,2.5
550000,1300,2502,3,2.25
799950,3000,9360,4,2.75
599000,1250,1815,2,1.5
845000,2444,5388,3,2.5
1219000,2385,2095,3,3.5
829950,1490,1727,2,1.75
867500,2200,3002,4,3.25
675000,2670,7604,4,2.5
680000,1552,1500,3,2.25
849950,1743,1091,2,1.75
849950,3681,15465,5,3.75
585000,1355,1274,3,1.75
,2711,5010,3,2.25
1287657,3875,4463,4,3.5
777000,2660,15100,5,2.75
720000,1693,2502,3,2.25
600000,1752,983,3,2.25
880000,2855,7200,4,2.75
1294312,4122,4462,4,3.5
1250000,3071,3750,5,3.25
785000,2748,7200,4,2.75
633000,2550,8023,4,2.75
929950,1762,1700,3,2.25
500000,1357,6359,3,2
639950,1988,1331,3,2.75
639950,1988,1331,3,2.75
1150000,2756,4586,3,2.5
1250000,3262,3783,4,3.5
1089000,3060,3755,4,3.5
618000,1660,2640,2,1.75
715000,2945,3876,4,3.25
629950,1988,766,3,2.75
629950,1988,766,3,2.75
700000,1502,1385,3,3.25
1289628,4122,4463,4,3.5
437986,2350,3700,4,2.75
385000,1270,7000,4,1
785000,2880,4400,5,3
2500000,4130,9200,4,3.5
700000,3100,9825,5,2.75
1100000,2978,5000,3,2.5
1100000,2978,5000,3,2.5
599950,1980,739,2,2.75
599950,1980,739,2,2.75
629950,2035,653,3,2.75
629950,2035,653,3,2.75
1290000,3875,4464,4,3.5
659850,1513,754,3,3.25
812000,2107,6257,3,3.25
1030000,2844,4462,3,2.5
920000,2967,8540,3,3.25
1050000,1994,20195,3,2.5
960000,1995,14381,3,2.5
509950,1780,2240,3,2.25
690000,1541,1206,3,2
712500,2092,2570,3,2.5
712500,2092,2570,3,2.5
795000,1896,1199,3,2.25
815000,2280,2421,3,3.25
815000,2280,2421,3,3.25
1348979,3985,4462,4,3.5
569950,1988,840,2,2.75
569950,1988,840,2,2.75
649950,1866,840,3,2.5
649950,1866,840,3,2.5
649950,1866,837,3,2.5
649950,1866,837,3,2.5
849500,2446,5035,3,2.5
760000,3035,4744,4,2.5
679950,1715,1452,2,2.25
732000,2710,7200,4,3.25
785000,1846,2250,3,3.25
448000,1900,8172,3,2.25
609950,1980,737,2,2.75
609950,1980,737,2,2.75
800000,1974,1925,3,2.5
876000,2450,3180,3,2.5
876000,2450,3180,3,2.5
,3875,,4,3.5
683950,2071,2246,3,2.5
683950,2071,2246,3,2.5
675000,2961,6323,4,3.5
,3875,,4,3.5
745000,1637,1457,3,3.25
745000,1637,1457,3,3.25
1128386,2844,4403,3,2.5
2300000,3500,4046,4,3
689000,1654,1481,3,2.25
689000,1654,1481,3,2.25
1248000,3020,5413,4,2.5
949000,1994,20195,3,2.5
1520000,3181,3594,4,2.25
715000,1463,1542,3,3.25
715000,1463,1542,3,3.25
800000,3002,7217,5,2.5
,2140,2933,3,2.5
,2140,2933,3,2.5
729000,1689,1640,3,3.25
700000,1640,1472,3,3
1000001,2625,6440,4,2.5
,2600,4560,4,2.5
679950,1500,922,3,1.5
862500,2496,5555,4,3
,4122,4464,4,3.25
630700,2327,3000,3,3.5
699000,1689,1640,3,3.25
1400000,3664,6250,4,3.25
969000,2426,7494,4,2.5
1800000,4190,4945,4,3.25
819950,1872,1594,3,3.25
520000,1539,1110,3,1.5
580000,1240,4000,3,1
615000,1604,1357,3,2.25
407167,1850,5421,3,2.25
700000,1640,1472,3,3
699000,1647,1591,3,3.25
1060000,2817,3755,4,2.25
726000,2310,7250,4,2.5
1133200,3371,4200,3,2.5
799950,1844,1676,3,3.25
493869,1686,1111,2,2.25
1200000,1995,19066,3,2.5
,3737,,4,3.5
,2140,2932,3,2.5
,2140,2932,3,2.5
695000,2300,4500,3,2.5
710000,2370,4341,3,2.5
1288386,3094,4405,3,2.5
824950,1844,1989,3,3.25
994950,2144,1984,3,3.5
,4840,11419,6,4.25
,1800,1664,3,2.25
,1800,1664,3,2.25
,1800,1664,3,2.25
629950,1346,1225,3,2.5
912000,2338,4650,4,2.75
619950,1475,1225,3,2.5
876600,2605,3618,4,2.5
762500,1682,2090,3,2
2945000,4752,6382,5,
839000,1950,4144,4,1.5
,6820,18944,3,3.75
,2302,4852,4,2.5
,2302,4852,4,2.5
,3875,4785,4,3.25
,3985,4786,4,3.5
950000,2770,5500,4,2.5
,7125,20553,6,5.75
,2852,3291,3,3.5
,1947,43560,3,2.5
,1828,1815,3,2.5
